tweet_id	topic	sentiment	tweet
636491515947261952	minecraft	-1	Not Available
636584228319272960	minecraft	2	Not Available
636586322803748864	minecraft	1	I'm not excited because a Minecraft game is coming to #WiiU. It's because it's 3rd party support and I'd love to see other TT games coming.
636706815661617152	minecraft	0	Between watching a friend play minecraft at monday's park day + discovering Stampy Cat videos, 7yo may actually be getting into minecraft
637123654908702720	minecraft	1	@PhotonDragon13 @HarmoniCraftMC Okay sweet! I'll give it a go when I hop on Minecraft on Sunday
637200823857061888	minecraft	0	Not Available
637275722436886528	minecraft	1	If you are curious about my wild Friday nights: I promised Liam I would play Minecraft &amp; Kennedy requested burritos for dinner.
637318243271725056	minecraft	1	@C418 May I use one of your ~amazing~ Minecraft tracks at the beginning of an interview I'm doing for my website? ( &lt; 30 seconds )
637369385372532736	minecraft	1	Parent/child 3D modeling class with MINECRAFT!  This Saturday (tomorrow), 3 pm at Austin Tinkering School, only... http://t.co/pCo2UOIedv
637373856836100100	minecraft	0	I will be back to normal with Minecraft news/updates on Monday I don't do videos on weekends it's only if a video took long render &amp; upload
637454738410237952	minecraft	1	Not Available
637463434477608960	minecraft	1	Let me know which games u want me to stream? KZ Sf, COD Ghosts or AW, I am Bread, Minecraft, Devil may cry, DCUO, Warframe? #PlayStation
637484872202911744	minecraft	1	Also tomorrow. I'm streaming a actual Minecraft game so be there. Um I'll make a thing of what I'm playing
637656658240503808	minecraft	1	Sorry for no video on Minecraft yesterday. It literally JUST UPLOADED! That video will be up on monday and i think you will enjoy it! :)
637667004409778177	minecraft	1	Not Available
637705823016325120	minecraft	2	Not Available
637764165336174592	minecraft	1	@notch this may cheer you: ridiculously, I only found out what Minecraft was this morning #techybutnotagamer
637775827678195712	minecraft	1	Not Available
637795598687707136	minecraft	1	Stream coming tomorrow streaming Minecraft and madden come check it out http://t.co/U9KD5G86D2
637861118392700929	minecraft	0	Just happened its 8:33 am and I just stopped playing Minecraft at least I found diamods https://t.co/xMBy4O7sAS
638026495622017024	minecraft	1	Sorry bout the stream last night I crashed out but will be on tonight for sure. Then back to Minecraft in pc tomorrow night.
638101685794156544	minecraft	1	No stream tonight guys and girls! Minecraft will be tomorrow!
638131720181559296	minecraft	1	Thanks everyone for coming out to chat today. I'll be back tomorrow midday with Minecraft.
638222435817537536	minecraft	1	Not Available
638440610014167040	minecraft	1	Guys! Good news! I found the authentication URL for Minecraft which means that I may be getting it unblocked! *fingers crossed*
638543285888393216	minecraft	1	Our 4th graders are going to build missions in Minecraft. #elemcode
638858045322338304	minecraft	1	I'm going to play Minecraft tomorrow on http://t.co/Xv7AlrYDDb around 4:00 I'll be in survival at my plot my user name is ssmississippi
638874086282694657	minecraft	0	Penicuik House rises from ashes in Minecraft: To mark the 25th national Doors Open Day, the Scottish Civic Tru... http://t.co/og01pZDUxU
639103218442764288	minecraft	0	anyone else getting Matched 3rd party content on old Minecraft videos recently? when you play back the spot they claim theres no music?
639208241206005761	minecraft	1	Off to bed but looking forward to flumps and playing Minecraft with Martin and Chloe tomorrow...Hmmm minecraft flump? #flumplover #minecraft
639440025160167424	minecraft	1	Yesterday's Minecraft video is on the 2nd page when searching for Minecraft mods. This is good going for me :P
639510134117507072	minecraft	1	Minecraft account: Derosion @Mineplex Retweeted, may I wish best to all for the legend rank!
639625762123845632	minecraft	1	Anyway, I'm gonna make something in Minecraft for #TCMParty's 4th anniversary.  Hold on, though; my stupid PS3 is updating.  Again.
639647815761719296	minecraft	1	5th grade Ss in @DavidDllanes class study decimals with Minecraft. http://t.co/GIJx52k3Qd
639717286761373696	minecraft	1	ok, about to do a @lybootcamp workout while the kids are engrossed in Minecraft videos. Happy Friday!
639760085112233985	minecraft	1	Music and Minecraft, the best thing on a free Friday. @MsFairyViolet is streaming! OMG! Get in here! http://t.co/pxgElWx4Is
639917891463221248	minecraft	1	@AppStore plzz accept Minecraft update by at least Sunday or Monday please we are all waiting for it we all have been waiting for a month1/2
639968575021817856	minecraft	1	Sorry for the lack of Minecraft my computer is broke so I can't play it on PC. May try to record Xbox 360 Minecraft till I get a new one.
639974830696202240	minecraft	0	Not Available
640122136049270784	minecraft	0	The creator of Minecraft may have been unhappy before all of the money and fame.It might be in his DNA.
640122291892953088	minecraft	0	Not Available
640153633338687488	minecraft	1	Tomorrow i will play Minecraft with by friend!!!
640160732911390720	minecraft	1	@AshleeeyMaarie you may have not won at Mario Kart, but you proved that Minecraft is your kingdom! #BowDown #LoGLive
640241433505591296	minecraft	1	So I may have just bought Minecraft.
640371934484672512	minecraft	1	Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft!
640412683049828352	minecraft	1	Tomorrow I'll be streaming Minecraft at 4pm est. See you there #minecraft #PS4 #Twitch
640511732956463106	minecraft	2	@notch Many thanks for Minecraft! It has enriched my son's life. May you find happiness, fulfillment and success in future endeavours!
640602509128691712	minecraft	1	@Minecraft Hello, I have an idea for the next version of Minecraft. You may add in Minecraft dirty cobblestone, dirty stone brick, etc.
640707748724797442	minecraft	1	Any of you will to watch Minecraft and have Half-life on Friday? Cause that's the only game that's ready to stream that I am willing to play
640840095554248704	minecraft	1	Holy shit I've been playing Minecraft since Alpha 1.2 (Nov 2010). That is actually crazy. I *do not* want to know how many hours I've logged
640849840344309761	minecraft	1	Was taking so long to find a cat in the Minecraft jungle that I may have set it on fire a little in anger. http://t.co/H1njJ309jo
640941619731169280	minecraft	1	Get ready to watch some Minecraft with me Arena, what a way to spend a monday night eh? http://t.co/EhNokq6TXx @TwitchSharer @twitchhost
641032167091478528	minecraft	1	All I really want to do is cuddle up in bed and play Minecraft until I fall asleep and not wake up again until like Friday night...
641325536707497984	minecraft	1	Not Available
641361460489097220	minecraft	1	I need a 3rd game to record. Any suggestions guys? :) at the moment I have Until Dawn and Minecraft.
641378356244672512	minecraft	1	Guy I will be streaming live tomorrow starting with a little let's play on Minecraft so tweet what u want to see in the world :)
641390564571783168	minecraft	1	@AnthonyRicci20 I'm going 2 be posting a tutorial that you asked me 2 do weeks ago in Minecraft. Take a look tomorrow &amp; sorry for the delay
641398525910056962	minecraft	1	Well, I dropped the ball... Got a ps4, haven't made any videos between Minecraft and Bloodborne. Tomorrow I'll post two to make up for it!
641550310083657728	minecraft	1	Longest stream in a while o-o Will be streaming early tomorrow, probably at 1PM PST with some League, Minecraft and CS:GO (maybe) xD
641578205351137280	minecraft	1	@jeb_ your work on Minecraft appeases the great one. May he rain catnip and milk upon you! @schemaxx
641648977524428800	minecraft	1	So, I am gonna be going to a Minecraft tournament at SoPro games in Overland Park, Ks on Saturday, October 17 :D (Im gona rek sum nubes)
641674758573195264	minecraft	1	I liked a @YouTube video from @rsmalec http://t.co/YyXgYJXssC An MHC Conversation with TechnaScribe - September 01 (Minecraft
624129218826207232	monsanto	0	Monsanto is trying to make it illegal for you to know what's in your food. They vote tomorrow in the house.... http://t.co/7OslWGfeol
624139816955842560	monsanto	0	BASEL (Reuters) - U.S. seed company Monsanto on Thursday renewed its efforts to woo Syngenta AG after the Swis...  http://t.co/40lnSKs6ZM
624222914104160256	monsanto	0	@LastWeekTonight please please cover #HR1599 on Sunday! I want to see @iamjohnoliver take on Monsanto!!
624381270378835968	monsanto	0	I'm going to hang myself if Neil Young plays his dumb Monsanto protest album front to back tomorrow night. Sorry Neil.
624390778194927616	monsanto	-1	@RepMikePompeo Mike I think you are a large piece of cow dung! FDA may have approved GMO's but sir you must be in bed with Monsanto. KOCH
624527114474258432	monsanto	-2	Rock legend Neil Young rightly attacking evil Monsanto @guardianeco @ianpuddick So now he's banned from the BBC http://t.co/Tcw429b2xt
624593823016992768	monsanto	-1	Not Available
624640210559610880	monsanto	-2	"This message is for Monsanto: Bring it on. You may have the money, but we have the people. And the people always win." -@GovPeterShumlin
624643620595826688	monsanto	-1	Not Available
625097241934458880	monsanto	-1	@thalsey51 @edwinrowe @DCClothesline Monsanto may be evil as it controls the seeds and pesticides. But that doesn't mean GMO is bad
625410507197952000	monsanto	-1	This is not being shared with you by the mainstream press - it is coming to you from March Against Monsanto... http://t.co/EdV9UIVRWa
625451359437893632	monsanto	0	Surprise! Monsanto Says, "No Glyphosate in Breast Milk".: On July 23, WSU posted the news th... http://t.co/kcLdPb8zyH via @MarchingMoms
625673838370652160	monsanto	0	Great new short film highlights one of the many farmers Monsanto sued http://t.co/efz3Q6cnLq
625755687344320512	monsanto	0	Monsanto (MON), the world's biggest seed company hostile bid for rival Syngenta AG (SYT)! http://t.co/IyDdsLYEKT http://t.co/Z2UOLHbhfH
625778227743584256	monsanto	0	Not Available
625798269860466688	monsanto	-2	Stop Monsanto's Dream Bill in the Senate via @foodandwater http://t.co/FNdme9e6ug GMO's may be very dangerous!
625799922319794176	monsanto	-1	Monsanto Hits All the Wrong Notes - NationofChange http://t.co/hgqGuqvuPm
626122897329774593	monsanto	-1	The Gov Lied to us about protecting Bees only to license their extinction, Monsanto supplying the insectiside https://t.co/8Y5AsHlPfY
626350892393066497	monsanto	-1	@SpectatorHealth @spectator @alzheimerssoc Don't look too hard - you may find Monsanto responsible
626406116495331329	monsanto	0	People who want to eat healthy, clean food should have the right to do so. Our government and Monsanto may have... http://t.co/fHFQDAZfCp
626425892357718016	monsanto	-1	DEADline Aug 5 Fight the DARK Act and Monsanto http://t.co/0Q4bdcGjNF
626513477272764416	monsanto	-1	Many people on the planet have a death wish. They don't care if Monsanto is killing them or not. Sometimes you may as well save your breath
626746837173731328	monsanto	-1	Interesting #agriculture #IP news: Monsanto's 1st genenration GMO crop patents are expiring in the US http://t.co/IYBypOJyb1 &gt;@TechReview
627099652333023233	monsanto	-1	@HillaryClinton http://t.co/q1nPNroppa is that what you want for the grandkids? #MAM march against Monsanto
627889864717897728	monsanto	-2	Monsanto may be to blame for soaring suicide rates among farmers in India:  In India, the suicide r... http://t.co/qlEceD6BeM @inhabitat
628280563560898560	monsanto	1	It may be true that Monsanto is terrible at PR, but believe it or not, it's not an evil company. http://t.co/T0si6OyF44 #FeedThe9
628891853144870912	monsanto	0	Not Available
629019977312395265	monsanto	-1	Dairy from cows treated with Monsanto's growth hormone may sharply increase cancer risk and other diseases. https://t.co/eGRFRbZw5z
629460810813693952	monsanto	0	Sad to say about the big promoter of Monsanto is ahead https://t.co/RuNhgcIx5n
629496291190554625	monsanto	0	Those of you talking about Hilary may want to do your research on Monsanto
629507087991615488	monsanto	0	@chuckp The Vietnamese are the ultimate realists / survivalists: 1st Monsanto and now Nestle. #ComingFullCircle https://t.co/8jGrJWPB5X
629774527690600448	monsanto	-1	About time this was banned, along with Monsanto itself! http://t.co/AgDOBpappI
629885177578131456	monsanto	-1	The conveyor belt of 'goods' bought at Monsanto Supermarket. Or shall we say the assembly line of puppets MON bathes! http://t.co/kE0aT0g6HK
630064309750599680	monsanto	-1	Did it EVER occur to anyone Monsanto may be executing honey bees w/ poison "ROUND UP" to CONTROL food supply by limiting natural foods??
630083241681264640	monsanto	-1	@FarmFairyCrafts @GlobalEcoGuy I work at Monsanto so it's not possible I think for myself, talk for myself, etc - Really? Happy Saturday!
630131373219708928	monsanto	-1	Monsanto wants to merge with Syngenta and change name to wash away the bad reputation (3rd most disliked company!): http://t.co/da6ktbv11O
630355891502460928	monsanto	-1	People v Monsanto. This is just the beginning!  http://t.co/hEuftKD5sr http://t.co/Wrm9LNWTLe
631167230433173504	monsanto	-2	I'll move the cigarette companies and Monsanto to a special place near the sun. #WhyIWouldMakeAGreatPresident
631489998437494784	monsanto	-1	@NutritionistaRD @NewsHour the March Against Monsanto movement shows that we can kick their butts in the market place despite their control.
631621083293200385	monsanto	-1	GMOs and Food Labeling video source: March Against Monsanto Consumers have a right to know what's going on in our... http://t.co/zbW7TbIMHw
631624366174941185	monsanto	-1	One by one, may all states wake up to the evil that Monsanto is and may justice prevails! http://t.co/GO2TIdpUKZ
631905020305387520	monsanto	-1	too funny! // Monsanto 2 begin spraying cities w/ chemical designed to make people not hate Monsanto via @UrbanAnomie http://t.co/OAPD2vaDRa
631911878722088960	monsanto	-1	@TheWyldHeart @PositivelyJoan @GRTVnews Lying bucket of turds. The Clinton Foundation may have taken money from Gates and Monsanto but the
631963959969517571	monsanto	0	Harper supporters: you need to get info from other than Sun, Corus, FOX, CNN, Monsanto, tarsands and Republicans! #duffy #senior #retirement
632176696070938625	monsanto	1	@antonioregalado Antonio, do you have time to talk on Monday about monsanto's new spray? For greenhouse -- a show on @shiftmsnbc
632351885203079168	monsanto	0	Monsanto, BP and Veolia agree to pay for cleanup of Welsh site they contaminated with toxic waste five decades later. http://t.co/J90DCXFxwo
632684227088117760	monsanto	-1	@HuffPostPol That may be so, but some of us worry about Hillary's love of Wall Street and Monsanto.
632721690066296832	monsanto	0	Not Available
632735556108206080	monsanto	0	Not Available
633052277234888704	monsanto	0	Not Available
633146695677677568	monsanto	-1	New studies about Monsanto's lies. https://t.co/AY7892SgmA #BanGMO #StopDarkAct #GrowOrganic #BanPesticides #BanGlyphosate #BanRoundup
633161870556327937	monsanto	-1	@BlissTabitha I would bet that Monsanto factors into this somehow! Obvious they want to control the food supply even if it may cause cancer
633757377439776770	monsanto	0	The second to last paragraph about the aims of the protests was interesting- a lot is not about Monsanto at all https://t.co/40KPzOcMOd
634415990470746112	monsanto	-1	@GMWatch @RepMikePompeo @marcorubio @SenBillNelson Please explain why you support Monsanto! http://t.co/AQJIFuAmBY
634437358092357632	monsanto	-1	Not Available
634519654191472640	monsanto	0	Good luck and may the GMO Gods (Monsanto) correct you to the path of truth. ;) @SAMonsanto
634575740009349120	monsanto	0	statements to the United States of Monsanto) A US citizen of Israel, acceptance of censorship. Too bad that Hagel won't admit it. 13 October
634759172790296576	monsanto	0	@Alross111 @RobbFraley Theophrastus (371-287 BC) wrote about cabbage. Will read more to see who may have written about Monsanto.
634779796103372800	monsanto	1	A snapshot of Monsanto's share price vs. S&amp;P 500 for the last 6 months. MON down almost 15% over 52 weeks. S&amp;P 500 up http://t.co/EUjICVvTuS
635080424197222400	monsanto	0	http://t.co/gUtc06IPOR STOP the TPPA &amp; you will Kill MONSANTO at the same time
635255948622331904	monsanto	-1	Why in the name of Monsanto am I sitting @ home on Saturday night trolling for used RVs on Craigslist..oh yeah, I have no date. #FuckAllYall
635726373944991744	monsanto	-1	Should have the first in a series of videos critiquing protest at a March against Monsanto protest up tonight.
635920047328919552	monsanto	-1	I think thanks to ARF and the anti Monsanto  movement   I may be devoloping a T shirt addiction.. http://t.co/LCadtlcalA
636103457661915136	monsanto	0	Fact Checking the London March Against Monsanto Protesters... https://t.co/RBeoxLdQQl via @YouTube
636202034392264704	monsanto	0	I've been using Tom's Natural toothpaste and just read an article that March Against Monsanto saying that this... http://t.co/dcudFHc9rw
636412235909320704	monsanto	0	LIVE Stream: Monsanto scientist Dr. Frederick J. Perlak Saturday 11am (PST) #GMO #GMOS  Dr. Perlak led the... http://t.co/Z1yv0iU3UC
636450682447355905	monsanto	0	@scicurious @andzsy Join the club. 1st @mbeisen. Now you. Looks like Monsanto has every single scientist on payroll https://t.co/B42qtn5xEX
636477983943999488	monsanto	1	Monsanto's $46 bln offer deserves a hearing, says @Unmack1: Syngenta should talk, or show investors it has a better plan $SYT $MON #mergers
636547385766768640	monsanto	1	Monsanto may be about to buy Syngenta. @LukeRunyon reported on why that's important  http://t.co/i5zd94rZWw
636569972035190784	monsanto	0	Monsanto's $47 billion bid to buy Swiss rival Syngenta has fallen through, the U.S. company said on Wednesday.
636572450143076353	monsanto	0	Monsanto says no longer pursuing proposed Syngenta combination: U.S.-based Monsanto Co.  said Wednesday it is ... http://t.co/hf4v75HWYE
636585336567689216	monsanto	-1	Shareholders upset with SYN board Syngenta must explain "Plan B" after Monsanto pulls deal, investors say http://t.co/yCqs59IXm4 $SYT $MON
636611047986589696	monsanto	0	$SYT: Syngenta comments on Monsanto (MON) announcement, confirms revised proposal, which it rejected saying it... http://t.co/0jCTpk0n7O
636960750204915712	monsanto	-1	By Nick Meyer in March Against Monsanto - As United States citizens battle legislation like the DARK Act (HR... http://t.co/0abXTp18Qo
637011130947399681	monsanto	-1	As Chemtrails of poisonous Aluminum dim out the sun, Monsanto unveils new patents on GM seeds tolerant to Aluminum and sunlight deprivation.
637071383999021056	monsanto	-1	When you've been sold out to the NRA and Monsanto.  https://t.co/rS1Dvcfvdv
637214753144762368	monsanto	-2	Not Available
637346288292466688	monsanto	0	You may have heard that Monsanto and their proponents are trying to defend the herbicide Glyphosate (active... http://t.co/9JTuGIlh88
637791497769775104	monsanto	-1	Monsanto's Roundup not good for you http://t.co/4jiMTcv6vW #Monsanto
637821766312792064	monsanto	0	"Monsanto will be replacing their carcinogenic herbicide RoundUp with another dangerous substance known as Dicamba"  http://t.co/8o3Iz2Igae
638229475059220480	monsanto	-1	@FrankNamet @kevinfolta Still, that doesn't detract from the facts. Monsanto may be monopolist jerks but their crops are safe.
638267561893888000	monsanto	-1	New post: Monsanto wants to replace the bees they are killing with genetically engineered flying ants http://t.co/Sk9hXSYKJa
638597651269681152	monsanto	-1	Not Available
639240697934057473	monsanto	-1	Nice One Hillary...don't want to mention Tar Sands, Monsanto, Arctic Drilling and the TPP? I'm supporting Bernie. https://t.co/MEXAXvVk33
639274258598748160	monsanto	-1	The LAST thing we need is more corn and more Monsanto.  2nd last paragraph says it all.   "Monsanto is hot for corn" http://t.co/9RBCywtWt4
639305285639782400	monsanto	-1	Monsanto's Roundup herbicide disrupts hormones - even with glyphosate exposures below ... - http://t.co/3SJZ1UOO5Y http://t.co/oLDn7KjSM3
639371523300593665	monsanto	1	Morgan Stanley Rating Update on Monsanto Company (NYSE:MON): In a research note released to the investors, Mor... http://t.co/6TW8ckMrS8
639496773388664832	monsanto	0	Fuuuuuuuuck. I'm nervous about talking to Monsanto bosses tomorrow. I have to report to a room of scientists.
640003610084970496	monsanto	1	March Against Monsanto founder, Tami Canal, discusses #FoodJustice with Anthony Gucciardi. http://t.co/x8rjIYFJyF
640185482941366272	monsanto	0	The Age Of #Monsanto Is Over!   Tami Monroe Canal, the founder of March Against Monsanto talks about the end of... http://t.co/US1VEZVz4a
640237204137095169	monsanto	-1	Bwahahaha what's going on with March Against Monsanto lately? They claim to know their "research" yet have... http://t.co/yxn0f4G8HI
640415870414524417	monsanto	0	Interesting post on "the inside" of Monsanto and it's controversy: http://t.co/2Ie413FvtP #gmo #farminglife #educateyourself
640672606803243008	monsanto	0	Monsanto spokesperson will be at the National Press Club in Canberra on Wednesday at 12 pm, post Melbouirne... http://t.co/nYSrp5w4MD
640865122899075072	monsanto	-1	California May Label Monsanto's Roundup as 'Known to Cause Cancer' | Natural Society http://t.co/tehlkpGqjM well it's about time!
640896627235012609	monsanto	-1	March Against Monsanto sharing info on the dangers of dihydrogen monoxide! Scientific literacy is hard... http://t.co/uy5YPwwwdq
640928163867033600	monsanto	-1	Not Available
641089276986298372	monsanto	0	March Against Monsanto is now just, "Hey, let's try to see how much pseudoscience we can spout out!"  Jumping on chemtrails and Big Pharma.
641373543586996224	monsanto	0	Not Available
641496653405417472	monsanto	0	We are ranked 42. in life expediencies when Monsanto is in the top 5 with the most life expectancy  https://t.co/Q9QXvtHnbB
641614931356463104	monsanto	-1	@kevinfolta OK- then you should have given the money back in the 1st place either way. Allegations against Monsanto are serious. Avoid COI.
641431353800593409	netflix	1	Not Available
641431504908873728	netflix	1	I just want to sleep and watch Netflix until Friday for Bulldog Bash... Is that so much to ask for?
641432689308884992	netflix	1	"@CurvedForever: I don't want a girl that parties all the time..gimme the one who's down to watch Netflix and order pizza on a Friday night"
641433532712153088	netflix	1	Not Available
641435956445335552	netflix	1	wish I could just stay in bed all day tomorrow and binge on Netflix
641436057083375616	netflix	0	I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!
641436329675460608	netflix	1	When I was little,I couldn't sleep the night before the 1st day of school. Now I'm sitting in bed wishing I would have watched more Netflix
641437012378042368	netflix	0	Commitment issues, me? Nah, I just finished Vampire Diaries on Netflix...for the 2nd time.
641437197455896577	netflix	1	Netflix and chill season coming you way! https://t.co/daKiB3kWex
641437601048752128	netflix	-1	Not Available
641437943555620865	netflix	1	Too hot. Too cold. Rain. Sun. Snow. Clear. People always have an excuse not to vote. Online you say? Nah, I'm watching Netflix.
641439484119093248	netflix	0	Not Available
641440884630884352	netflix	1	Not Available
641441681821278208	netflix	1	Pissed bc I fell asleep watching Netflix without my WiFi turned on and now I only have 90% of my data left and it restarts the 20th
641444044187504640	netflix	1	@WoganHeidi the 5th quarter on Netflix is so good and sad, you should watch it if you haven't already!
641444085375586304	netflix	0	I need to find a movie to watch . The only time I actually watch tv is on Sunday's and Monday's other then that it's either Hulu or Netflix
641447792414621696	netflix	1	@d_mayer420 I just bought the 5th season &amp; I stay on Netflix lol!
641448148980776960	netflix	0	@_ambermarieee and the 6th season is playing on tv right now? They needa put the 5th on Netflix already lol!
641448858766082048	netflix	1	- Just found out season 3 of Arrow is going to be on Netflix October 7th
641449335167787008	netflix	-1	Why would Netflix decide there's a fucking audio problem 3 episodes I'm man c'mon! You wouldn't take the spoon from the fiend would you
641449479435120640	netflix	1	.@OpieRadio watch "Video Games:The Movie". It's in Netflix and it starts from the 1st video game from the 50's up until the systems now
641449893484085248	netflix	1	Tomorrow's my Friday! I need it. Bout to lock myself in and watch Netflix till gym time.
641450467910897664	netflix	1	Hahaha pass offs are tomorrow. I have nothing memorized. I think it's time for more Netflix.
641451056635867136	netflix	1	Not Available
641451426363895808	netflix	1	Not Available
641451599831760897	netflix	1	@Amber_Raynexxx a sad but true story Ms. It's also part of the reason I cut myself off chicas under 25.  But c'mon I luv Netflix AND chillin
641452585812140032	netflix	1	I start school tomorrow and it's almost midnight and I'm still watching Netflix
641453454762741760	netflix	1	16th season of law &amp; order svu is on netflix you're welcome
641453807243776000	netflix	1	@hulu If you don't support a 5th season of #Metalocalypse I will be forced to give my entire 2.6 billion dollar fortune to Netflix.
641453999481311232	netflix	1	Tomorrow morning is going to come really fast for class but yet I'm still watching Netflix because college
641455799844372480	netflix	1	@Half_Black_Zach it may just need to happen. I'll bring my Netflix and all. Start a trend #noshame
641456878019448832	netflix	1	I'm really bored guys idk if you can tell I'm gonna have a Netflix marathon tomorrow suggest things I could watch
641458438510354432	netflix	1	Not Available
641459080687587329	netflix	1	Not Available
641459352478580736	netflix	1	Real committed to watch Netflix all day Wednesday
641459533420851200	netflix	0	Dear White People is on Netflix. I'll have to watch it tomorrow after school
641459913672163329	netflix	1	reason #19387483 that my dad is the coolest human: he is currently obsessed with friday night lights on netflix
641459925688840192	netflix	1	Not Available
641461498422906880	netflix	1	I'm not doing nothing tomorrow, just gonna sit at home and watch Grey's Anatomy on Netflix.
641465553039806464	netflix	0	When you're 33, sitting at home watching Netflix by yourself, can it still be considered going up on a Tuesday?
641468927218847745	netflix	0	Everyone on insta: I'm going to miss hanging w/ friends &amp; sun Me: im going to miss watching Netflix all day
641470312748589056	netflix	1	Correction... #TheSuicideTheory will be available on Netflix TOMORROW (U.S.). Check it out and follow @TSTFilm
641472833076469760	netflix	1	@grace_march I'll check tomorrow to see if it's on Amazon or Netflix :)
641473055647133697	netflix	1	I got my 1st achievement on the xbox one: watch Netflix 7 days in a row.
641474050221412352	netflix	0	Netflix set to make new series of Charlie Brooker's dystopian drama Black Mirror | Media | The Guardian http://t.co/lLW1XQnIwh
641476480782893056	netflix	1	Netflix and sleep. I have to get up early tomorrow and I don't want to. I'm still recovering from T. Swift.
641476520373043201	netflix	-1	C'mon, Netflix...for nearly sucking cable TV dry and being every young adults favorite reason to procrastinate, you should have so much more
641477290975559680	netflix	1	Have tomorrow night off from work and no hw... I'ma Netflix and chill with my dog tomorrow night :-)
641478202309890048	netflix	1	Not Available
641478640891379712	netflix	0	@meeegnw omg I can't believe they would make another one after how terrible the 2nd one was.. Is it on Netflix?
641478876200177665	netflix	-1	@NetflixUK cancelled my Netflix in June but it has taken 2 payments out. Who do I contact about this?
641479298642145280	netflix	1	Not Available
641480564273340416	netflix	1	@Miohael5SOS can we Netflix and chill tomorrow instead of me going to school?
641481169771569152	netflix	1	@MisssConceived if you've ever seen Friday night lights on Netflix you look like Lila Gearity!!!!!!
641484648380436480	netflix	1	Not Available
641484938361966592	netflix	0	Not Available
641487861733158912	netflix	0	I just spent like 45 minutes looking for something to watch on netflix, hulu, and amazon prime and settled on the 1st Power Rangers movie
641489626184728580	netflix	1	Been rewatching 3rd Rock from the Sun on Netflix. Still funny esp the first two seasons. Have you seen it?
641492387097915392	netflix	1	Netflix just asked me if I'm still watching for the 3rd time.. so that's how my life is going.
641493056810692608	netflix	1	Not Available
641494399680053248	netflix	0	Not Available
641497388280999936	netflix	1	I don't have work tomorrow so I am going to watch Netflix and stay up and probably fall asleep at a decent time anyways
641498639031009280	netflix	1	@bts_twnk oh okay u said it was on Netflix right? Maybe I'll watch on Friday
641500310347780096	netflix	1	Not Available
641501438233829376	netflix	1	Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously http://t.co/Rub2GXGDT7
641502442165633024	netflix	1	My 4 day weekend = binge watching old episodes of Saturday Night Live on Netflix
641503646832795648	netflix	1	@overcaffeinated Netflix are about to make some more: http://t.co/Q2UYbUhN3a
641505957114159104	netflix	1	she gave me her Netflix password . . . I've crossed over to 3rd base.
641508983979675648	netflix	1	Not Available
641526524613521408	netflix	0	Last episode of the league on netflix..then its new episodes on FX tomorrow
641527243127287808	netflix	1	@Hypable all good, I'm excited about a 3rd season finding home on Netflix. Just want to make sure the readers have the news as it develops
641529715661123584	netflix	1	@judgejules1311 there is no horror to it! First season is the best, second is dreadful! Third is ok, just waiting for 4th on Netflix ha!
641532034788249600	netflix	1	I think Wednesday is the day which you lay on bed all day watching Netflix and eating ... No school no shit
641536254736211968	netflix	1	I may have just renewed my Netflix because I wanted to rewatch Once Upon a Time
641536989670584320	netflix	2	@Lisageek24 I discovered a Netflix series you may like cause Dinos and Trucks! Dinotrux! https://t.co/31xvmdESLG
641539230045331456	netflix	1	Woooohooo. Netflix coming to Singapore. Finally..I live in a country part of the 21st digital convenience revolution http://t.co/40FsKbo654
641540654191939584	netflix	1	It's tough going when you start watching a show on Netflix w/ 5+ seasons when it's only the 3rd week of classes &amp; can't afford to get behind
641544576134705152	netflix	1	I want it to rain tomorrow and Friday so badly , just take away the heat or make it a day I can come home and watch Netflix and just knock.
641546502666633216	netflix	1	Not Available
641569985651937280	netflix	0	This thing says that Boy Meets World would be on Netflix on August 23 but I see nothing and I'm V upset about it. Capital V.
641585662441844736	netflix	0	@theEMlNEMshow sorry I don't want to "Netflix and chill" right now Mar Mar
641599818784239616	netflix	1	Yeah, @beachgurlnani our data resets tomorrow, but don't burn it up on the road this weekend watching Netflix! http://t.co/SQNleG9WYX
641600884070313984	netflix	1	@TheDrake1001 @alangdon17 may just wear helmet while I watch Kevin Hart on Netflix...lol, but wife wants to go so ya know what that means.
641611190213459968	netflix	0	so I have the whole afternoon off college and I'm sat in bed watching netflix alone
641616897876848640	netflix	1	we may be poor...but cuddling with my kitten in bed w/ wine, chicken wings &amp; tacos to candle light and Netflix isn't the worst... #netflix
641618923994128385	netflix	1	I have much to do before tomorrow, so the logical thing to do is watch Netflix all day, obviously
641620338279907329	netflix	1	Oppenheimer's Jason Helfstein reiterated the firm's Outperform rating on Netflix $NFLX ahead of Wednesday's Apple Inc $AAPL
641622310173061120	netflix	1	Netflix has its eye on four new markets in Asia for launch next year: Netflix said Tuesday it will bring its t... http://t.co/Z6WgOrBXyL
641623122651820032	netflix	1	ive been to the library twice and both times ive sat in swanky chairs watching netflix #lit #collegegoals #woo
641623729991122944	netflix	2	@Halleywood I'm going to need to catch up...I only just started watching the 3rd season by accident. lol. Are the 1st 3 seasons on Netflix?
